traceID,order,structtype,method1,method2,m1_para,m2_para,className1,className2,m1_return,m2_return
0,19,null,org.b3log.solo.filter.PermalinkFilter.doFilter,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain","javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.filter.PermalinkFilter,void,void
0,20,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.processor.ArticleProcessor.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.processor.ArticleProcessor,void,
0,21,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.processor.ArticleProcessor.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.processor.ArticleProcessor,void,
0,22,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.processor.ArticleProcessor.setHandler,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",javassist.util.proxy.MethodHandler,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.processor.ArticleProcessor,void,void
0,23,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.CommentQueryService.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.CommentQueryService,void,
0,24,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.CommentQueryService.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.CommentQueryService,void,
0,25,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.CommentQueryService.setHandler,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",javassist.util.proxy.MethodHandler,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.CommentQueryService,void,void
0,26,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.ArchiveDateQueryService.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.ArchiveDateQueryService,void,
0,27,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.ArchiveDateQueryService.<init>,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.ArchiveDateQueryService,void,
0,28,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.service.ArchiveDateQueryService.setHandler,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject",javassist.util.proxy.MethodHandler,org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.service.ArchiveDateQueryService,void,void
0,29,null,org.b3log.solo.filter.PermalinkFilter.dispatchToArticleOrPageProcessor,org.b3log.solo.processor.ArticleProcessor.showArticle,"javax.servlet.ServletRequest,javax.servlet.ServletResponse,org.json.JSONObject,org.json.JSONObject","org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.b3log.solo.filter.PermalinkFilter,org.b3log.solo.processor.ArticleProcessor,void,void
0,30,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.processor.ArticleProcessor.showArticle,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse","org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.processor.ArticleProcessor,void,void
0,31,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.processor.ArticleProcessor.showArticle,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse","org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.processor.ArticleProcessor,void,void
0,32,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.service.PreferenceQueryService.getPreference,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.PreferenceQueryService,void,org.json.JSONObject
0,33,null,org.b3log.solo.service.PreferenceQueryService.getPreference,org.b3log.solo.service.PreferenceQueryService.getPreference,,,org.b3log.solo.service.PreferenceQueryService,org.b3log.solo.service.PreferenceQueryService,org.json.JSONObject,org.json.JSONObject
0,34,null,org.b3log.solo.service.PreferenceQueryService.getPreference,org.b3log.solo.service.PreferenceQueryService.getPreference,,,org.b3log.solo.service.PreferenceQueryService,org.b3log.solo.service.PreferenceQueryService,org.json.JSONObject,org.json.JSONObject
0,35,null,org.b3log.solo.service.PreferenceQueryService.getPreference,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,,java.lang.String,org.b3log.solo.service.PreferenceQueryService,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,36,null,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,37,null,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,38,null,org.b3log.solo.repository.impl.OptionRepositoryImpl.get,org.b3log.solo.cache.OptionCache.getOption,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.OptionRepositoryImpl,org.b3log.solo.cache.OptionCache,org.json.JSONObject,org.json.JSONObject
0,39,null,org.b3log.solo.cache.OptionCache.getOption,org.b3log.solo.cache.OptionCache.getOption,java.lang.String,java.lang.String,org.b3log.solo.cache.OptionCache,org.b3log.solo.cache.OptionCache,org.json.JSONObject,org.json.JSONObject
0,40,null,org.b3log.solo.cache.OptionCache.getOption,org.b3log.solo.cache.OptionCache.getOption,java.lang.String,java.lang.String,org.b3log.solo.cache.OptionCache,org.b3log.solo.cache.OptionCache,org.json.JSONObject,org.json.JSONObject
0,41,null,org.b3log.solo.cache.OptionCache.getOption,org.b3log.solo.util.JSONs.clone,java.lang.String,org.json.JSONObject,org.b3log.solo.cache.OptionCache,org.b3log.solo.util.JSONs,org.json.JSONObject,org.json.JSONObject
0,42,null,org.b3log.solo.service.PreferenceQueryService.getPreference,org.b3log.solo.cache.PreferenceCache.getPreference,,,org.b3log.solo.service.PreferenceQueryService,org.b3log.solo.cache.PreferenceCache,org.json.JSONObject,org.json.JSONObject
0,43,null,org.b3log.solo.cache.PreferenceCache.getPreference,org.b3log.solo.cache.PreferenceCache.getPreference,,,org.b3log.solo.cache.PreferenceCache,org.b3log.solo.cache.PreferenceCache,org.json.JSONObject,org.json.JSONObject
0,44,null,org.b3log.solo.cache.PreferenceCache.getPreference,org.b3log.solo.cache.PreferenceCache.getPreference,,,org.b3log.solo.cache.PreferenceCache,org.b3log.solo.cache.PreferenceCache,org.json.JSONObject,org.json.JSONObject
0,45,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.service.ArticleQueryService.markdown,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.json.JSONObject,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,void
0,46,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.service.ArticleQueryService.markdown,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,void,void
0,47,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.service.ArticleQueryService.markdown,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,void,void
0,48,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.util.Emotions.convert,org.json.JSONObject,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.util.Emotions,void,java.lang.String
0,49,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.util.Markdowns.toHTML,org.json.JSONObject,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.util.Markdowns,void,java.lang.String
0,50,null,org.b3log.solo.util.Markdowns.toHTML,org.b3log.solo.util.Markdowns.getHTML,java.lang.String,java.lang.String,org.b3log.solo.util.Markdowns,org.b3log.solo.util.Markdowns,java.lang.String,java.lang.String
0,51,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.util.Emotions.convert,org.json.JSONObject,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.util.Emotions,void,java.lang.String
0,52,null,org.b3log.solo.service.ArticleQueryService.markdown,org.b3log.solo.util.Markdowns.toHTML,org.json.JSONObject,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.util.Markdowns,void,java.lang.String
0,53,null,org.b3log.solo.util.Markdowns.toHTML,org.b3log.solo.util.Markdowns.getHTML,java.lang.String,java.lang.String,org.b3log.solo.util.Markdowns,org.b3log.solo.util.Markdowns,java.lang.String,java.lang.String
0,54,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.service.ArticleQueryService.hasUpdated,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.json.JSONObject,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,boolean
0,55,null,org.b3log.solo.service.ArticleQueryService.hasUpdated,org.b3log.solo.service.ArticleQueryService.hasUpdated,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,boolean,boolean
0,56,null,org.b3log.solo.service.ArticleQueryService.hasUpdated,org.b3log.solo.service.ArticleQueryService.hasUpdated,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,boolean,boolean
0,57,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.service.ArticleQueryService.getAuthor,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse",org.json.JSONObject,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,org.json.JSONObject
0,58,null,org.b3log.solo.service.ArticleQueryService.getAuthor,org.b3log.solo.service.ArticleQueryService.getAuthor,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,59,null,org.b3log.solo.service.ArticleQueryService.getAuthor,org.b3log.solo.service.ArticleQueryService.getAuthor,org.json.JSONObject,org.json.JSONObject,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,60,null,org.b3log.solo.service.ArticleQueryService.getAuthor,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,org.json.JSONObject,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.repository.impl.UserRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,61,null,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.UserRepositoryImpl,org.b3log.solo.repository.impl.UserRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,62,null,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.UserRepositoryImpl,org.b3log.solo.repository.impl.UserRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,63,null,org.b3log.solo.repository.impl.UserRepositoryImpl.getByEmail,org.b3log.solo.cache.UserCache.getUserByEmail,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.UserRepositoryImpl,org.b3log.solo.cache.UserCache,org.json.JSONObject,org.json.JSONObject
0,64,null,org.b3log.solo.cache.UserCache.getUserByEmail,org.b3log.solo.cache.UserCache.getUserByEmail,java.lang.String,java.lang.String,org.b3log.solo.cache.UserCache,org.b3log.solo.cache.UserCache,org.json.JSONObject,org.json.JSONObject
0,65,null,org.b3log.solo.cache.UserCache.getUserByEmail,org.b3log.solo.cache.UserCache.getUserByEmail,java.lang.String,java.lang.String,org.b3log.solo.cache.UserCache,org.b3log.solo.cache.UserCache,org.json.JSONObject,org.json.JSONObject
0,66,null,org.b3log.solo.cache.UserCache.getUserByEmail,org.b3log.solo.util.JSONs.clone,java.lang.String,org.json.JSONObject,org.b3log.solo.cache.UserCache,org.b3log.solo.util.JSONs,org.json.JSONObject,org.json.JSONObject
0,67,null,org.b3log.solo.processor.ArticleProcessor.showArticle,org.b3log.solo.processor.ArticleProcessor.prepareShowArticle,"org.b3log.latke.servlet.HTTPRequestContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse","org.json.JSONObject,java.util.Map,org.json.JSONObject",org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.processor.ArticleProcessor,void,void
0,68,null,org.b3log.solo.processor.ArticleProcessor.prepareShowArticle,org.b3log.solo.service.ArticleQueryService.getSign,"org.json.JSONObject,java.util.Map,org.json.JSONObject","java.lang.String,org.json.JSONObject",org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,org.json.JSONObject
0,69,null,org.b3log.solo.service.ArticleQueryService.getSign,org.b3log.solo.service.ArticleQueryService.getSign,"java.lang.String,org.json.JSONObject","java.lang.String,org.json.JSONObject",org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,70,null,org.b3log.solo.service.ArticleQueryService.getSign,org.b3log.solo.service.ArticleQueryService.getSign,"java.lang.String,org.json.JSONObject","java.lang.String,org.json.JSONObject",org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,71,null,org.b3log.solo.processor.ArticleProcessor.prepareShowArticle,org.b3log.solo.service.ArticleQueryService.getNextArticle,"org.json.JSONObject,java.util.Map,org.json.JSONObject",java.lang.String,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,org.json.JSONObject
0,72,null,org.b3log.solo.service.ArticleQueryService.getNextArticle,org.b3log.solo.service.ArticleQueryService.getNextArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,73,null,org.b3log.solo.service.ArticleQueryService.getNextArticle,org.b3log.solo.service.ArticleQueryService.getNextArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,74,null,org.b3log.solo.service.ArticleQueryService.getNextArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,75,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,76,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,77,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,78,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,79,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,80,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,org.b3log.solo.cache.ArticleCache.getArticle,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.cache.ArticleCache,org.json.JSONObject,org.json.JSONObject
0,81,null,org.b3log.solo.cache.ArticleCache.getArticle,org.b3log.solo.cache.ArticleCache.getArticle,java.lang.String,java.lang.String,org.b3log.solo.cache.ArticleCache,org.b3log.solo.cache.ArticleCache,org.json.JSONObject,org.json.JSONObject
0,82,null,org.b3log.solo.cache.ArticleCache.getArticle,org.b3log.solo.cache.ArticleCache.getArticle,java.lang.String,java.lang.String,org.b3log.solo.cache.ArticleCache,org.b3log.solo.cache.ArticleCache,org.json.JSONObject,org.json.JSONObject
0,83,null,org.b3log.solo.cache.ArticleCache.getArticle,org.b3log.solo.util.JSONs.clone,java.lang.String,org.json.JSONObject,org.b3log.solo.cache.ArticleCache,org.b3log.solo.util.JSONs,org.json.JSONObject,org.json.JSONObject
0,84,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getNextArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,java.lang.String,org.b3log.latke.repository.Query,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,85,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,org.b3log.latke.repository.Query,org.b3log.latke.repository.Query,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,86,null,org.b3log.solo.processor.ArticleProcessor.prepareShowArticle,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,"org.json.JSONObject,java.util.Map,org.json.JSONObject",java.lang.String,org.b3log.solo.processor.ArticleProcessor,org.b3log.solo.service.ArticleQueryService,void,org.json.JSONObject
0,87,null,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,88,null,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.service.ArticleQueryService,org.json.JSONObject,org.json.JSONObject
0,89,null,org.b3log.solo.service.ArticleQueryService.getPreviousArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,java.lang.String,java.lang.String,org.b3log.solo.service.ArticleQueryService,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,90,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,91,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
0,92,null,org.b3log.solo.repository.impl.ArticleRepositoryImpl.getPreviousArticle,org.b3log.solo.repository.impl.ArticleRepositoryImpl.get,java.lang.String,java.lang.String,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.b3log.solo.repository.impl.ArticleRepositoryImpl,org.json.JSONObject,org.json.JSONObject
